Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
TG(i-14:0/22:0/i-20:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C59H114O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-23-26-29-36-41-46-51-59(62)65-56(53-64-58(61)50-45-40-35-31-30-33-38-43-48-55(4)5)52-63-57(60)49-44-39-34-28-25-22-20-19-21-24-27-32-37-42-47-54(2)3/h54-56H,6-53H2,1-5H3/t56-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100735;;;;;;;;;;;;;;
TG(14:0/i-22:0/i-20:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C59H114O6/c1-6-7-8-9-10-11-22-29-34-39-44-49-57(60)63-52-56(53-64-58(61)50-45-40-35-30-25-20-17-16-19-24-28-33-38-43-48-55(4)5)65-59(62)51-46-41-36-31-26-21-15-13-12-14-18-23-27-32-37-42-47-54(2)3/h54-56H,6-53H2,1-5H3/t56-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100736;;;;;;;;;;;;;;
TG(i-14:0/i-22:0/i-20:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C59H114O6/c1-53(2)45-39-33-27-21-17-13-9-7-8-10-16-20-24-32-38-44-50-59(62)65-56(52-64-58(61)49-43-37-31-26-25-29-35-41-47-55(5)6)51-63-57(60)48-42-36-30-23-19-15-12-11-14-18-22-28-34-40-46-54(3)4/h53-56H,7-52H2,1-6H3/t56-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100738;;;;;;;;;;;;;;
TG(i-14:0/22:0/20:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C59H114O6/c1-5-7-9-11-13-15-17-19-21-23-24-26-28-30-32-34-40-44-48-52-59(62)65-56(54-64-58(61)51-47-43-39-36-35-37-41-45-49-55(3)4)53-63-57(60)50-46-42-38-33-31-29-27-25-22-20-18-16-14-12-10-8-6-2/h55-56H,5-54H2,1-4H3/t56-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100739;;;;;;;;;;;;;;
TG(14:0/22:0/i-20:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C59H114O6/c1-5-7-9-11-13-15-17-18-19-20-21-22-23-28-32-36-40-44-48-52-59(62)65-56(53-63-57(60)50-46-42-38-34-29-16-14-12-10-8-6-2)54-64-58(61)51-47-43-39-35-31-27-25-24-26-30-33-37-41-45-49-55(3)4/h55-56H,5-54H2,1-4H3/t56-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100740;;;;;;;;;;;;;;
TG(14:0/i-22:0/21:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-5-7-9-11-13-15-17-18-19-20-21-25-28-32-36-40-44-48-52-59(62)65-55-57(54-64-58(61)51-47-43-39-35-30-16-14-12-10-8-6-2)66-60(63)53-49-45-41-37-33-29-26-23-22-24-27-31-34-38-42-46-50-56(3)4/h56-57H,5-55H2,1-4H3/t57-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100741;;;;;;;;;;;;;;
TG(i-14:0/22:0/i-21:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-20-24-27-30-37-42-47-52-60(63)66-57(54-65-59(62)51-46-41-36-32-31-34-39-44-49-56(4)5)53-64-58(61)50-45-40-35-29-26-23-21-18-19-22-25-28-33-38-43-48-55(2)3/h55-57H,6-54H2,1-5H3/t57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100742;;;;;;;;;;;;;;
TG(14:0/i-22:0/a-21:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-6-8-9-10-11-12-23-30-35-40-45-50-58(61)64-53-57(54-65-59(62)51-46-41-36-31-26-21-18-17-20-25-29-34-39-44-49-56(5)7-2)66-60(63)52-47-42-37-32-27-22-16-14-13-15-19-24-28-33-38-43-48-55(3)4/h55-57H,6-54H2,1-5H3/t56?,57-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100744;;;;;;;;;;;;;;
TG(14:0/i-22:0/i-21:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-6-7-8-9-10-11-23-30-35-40-45-50-58(61)64-53-57(54-65-59(62)51-46-41-36-31-26-21-18-14-16-20-25-29-34-39-44-49-56(4)5)66-60(63)52-47-42-37-32-27-22-17-13-12-15-19-24-28-33-38-43-48-55(2)3/h55-57H,6-54H2,1-5H3/t57-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100745;;;;;;;;;;;;;;
TG(i-14:0/i-22:0/21:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-6-7-8-9-10-11-12-13-14-15-16-20-23-26-29-35-40-45-50-58(61)64-53-57(54-65-59(62)51-46-41-36-32-31-34-39-44-49-56(4)5)66-60(63)52-47-42-37-30-27-24-21-18-17-19-22-25-28-33-38-43-48-55(2)3/h55-57H,6-54H2,1-5H3/t57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100746;;;;;;;;;;;;;;
TG(i-14:0/i-22:0/i-21:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-54(2)46-40-34-28-22-18-14-10-7-8-12-17-21-25-33-39-45-51-60(63)66-57(53-65-59(62)50-44-38-32-27-26-30-36-42-48-56(5)6)52-64-58(61)49-43-37-31-24-20-16-13-9-11-15-19-23-29-35-41-47-55(3)4/h54-57H,7-53H2,1-6H3/t57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100748;;;;;;;;;;;;;;
TG(i-14:0/22:0/21:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-41-45-49-53-60(63)66-57(55-65-59(62)52-48-44-40-37-36-38-42-46-50-56(3)4)54-64-58(61)51-47-43-39-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-2/h56-57H,5-55H2,1-4H3/t57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100749;;;;;;;;;;;;;;
TG(14:0/22:0/21:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-42-45-48-51-54-60(63)66-57(55-64-58(61)52-49-46-43-40-37-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h57H,4-56H2,1-3H3/t57-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100750;;;;;;;;;;;;;;
TG(14:0/22:0/a-21:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-5-8-10-12-14-16-18-19-20-21-22-23-24-29-33-37-41-45-49-53-60(63)66-57(54-64-58(61)51-47-43-39-35-30-17-15-13-11-9-6-2)55-65-59(62)52-48-44-40-36-32-28-26-25-27-31-34-38-42-46-50-56(4)7-3/h56-57H,5-55H2,1-4H3/t56?,57-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100752;;;;;;;;;;;;;;
TG(i-14:0/22:0/i-22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C61H118O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-22-25-28-31-38-43-48-53-61(64)67-58(55-66-60(63)52-47-42-37-33-32-35-40-45-50-57(4)5)54-65-59(62)51-46-41-36-30-27-24-21-19-18-20-23-26-29-34-39-44-49-56(2)3/h56-58H,6-55H2,1-5H3/t58-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100754;;;;;;;;;;;;;;
TG(i-14:0/i-22:0/22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C61H118O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-21-24-27-30-36-41-46-51-59(62)65-54-58(55-66-60(63)52-47-42-37-33-32-35-40-45-50-57(4)5)67-61(64)53-48-43-38-31-28-25-22-19-18-20-23-26-29-34-39-44-49-56(2)3/h56-58H,6-55H2,1-5H3/t58-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100756;;;;;;;;;;;;;;
TG(i-14:0/i-22:0/i-22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C61H118O6/c1-55(2)47-41-35-29-23-19-15-11-7-9-13-17-21-25-32-38-44-50-59(62)65-53-58(54-66-60(63)51-45-39-33-28-27-31-37-43-49-57(5)6)67-61(64)52-46-40-34-26-22-18-14-10-8-12-16-20-24-30-36-42-48-56(3)4/h55-58H,7-54H2,1-6H3/t58-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100757;;;;;;;;;;;;;;
TG(i-14:0/22:0/22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C61H118O6/c1-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-40-44-48-52-59(62)65-55-58(56-66-60(63)53-49-45-41-38-37-39-43-47-51-57(3)4)67-61(64)54-50-46-42-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-2/h57-58H,5-56H2,1-4H3/t58-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100758;;;;;;;;;;;;;;
TG(14:0/22:0/i-22:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C61H118O6/c1-5-7-9-11-13-15-17-18-19-20-21-22-27-30-34-38-42-46-50-54-61(64)67-58(55-65-59(62)52-48-44-40-36-31-16-14-12-10-8-6-2)56-66-60(63)53-49-45-41-37-33-29-26-24-23-25-28-32-35-39-43-47-51-57(3)4/h57-58H,5-56H2,1-4H3/t58-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100759;;;;;;;;;;;;;;
TG(i-14:0/22:0/i-24:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C63H122O6/c1-6-7-8-9-10-11-12-13-14-15-16-21-24-27-30-33-40-45-50-55-63(66)69-60(57-68-62(65)54-49-44-39-35-34-37-42-47-52-59(4)5)56-67-61(64)53-48-43-38-32-29-26-23-20-18-17-19-22-25-28-31-36-41-46-51-58(2)3/h58-60H,6-57H2,1-5H3/t60-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100760;;;;;;;;;;;;;;
TG(14:0/i-22:0/i-24:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C63H122O6/c1-6-7-8-9-10-11-26-33-38-43-48-53-61(64)67-56-60(69-63(66)55-50-45-40-35-30-25-21-17-16-19-23-28-32-37-42-47-52-59(4)5)57-68-62(65)54-49-44-39-34-29-24-20-15-13-12-14-18-22-27-31-36-41-46-51-58(2)3/h58-60H,6-57H2,1-5H3/t60-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100761;;;;;;;;;;;;;;
TG(i-14:0/i-22:0/i-24:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C63H122O6/c1-57(2)49-43-37-31-25-21-17-13-9-7-8-10-15-19-23-27-34-40-46-52-61(64)67-55-60(56-68-62(65)53-47-41-35-30-29-33-39-45-51-59(5)6)69-63(66)54-48-42-36-28-24-20-16-12-11-14-18-22-26-32-38-44-50-58(3)4/h57-60H,7-56H2,1-6H3/t60-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100762;;;;;;;;;;;;;;
TG(14:0/22:0/i-24:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C63H122O6/c1-5-7-9-11-13-15-17-18-19-20-21-26-29-32-36-40-44-48-52-56-63(66)69-60(57-67-61(64)54-50-46-42-38-33-16-14-12-10-8-6-2)58-68-62(65)55-51-47-43-39-35-31-28-25-23-22-24-27-30-34-37-41-45-49-53-59(3)4/h59-60H,5-58H2,1-4H3/t60-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100763;;;;;;;;;;;;;;
TG(i-14:0/i-22:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C64H124O6/c1-7-60(6)52-46-40-34-27-23-19-15-10-8-9-11-16-20-24-28-35-41-47-53-62(65)68-56-61(57-69-63(66)54-48-42-36-31-30-33-39-45-51-59(4)5)70-64(67)55-49-43-37-29-25-21-17-13-12-14-18-22-26-32-38-44-50-58(2)3/h58-61H,7-57H2,1-6H3/t60?,61-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100764;;;;;;;;;;;;;;
TG(14:0/i-22:0/a-25:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C64H124O6/c1-6-8-9-10-11-12-27-34-39-44-49-54-62(65)68-57-61(70-64(67)56-51-46-41-36-31-26-22-18-17-19-23-28-32-37-42-47-52-59(3)4)58-69-63(66)55-50-45-40-35-30-25-21-16-14-13-15-20-24-29-33-38-43-48-53-60(5)7-2/h59-61H,6-58H2,1-5H3/t60?,61-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100765;;;;;;;;;;;;;;
TG(i-14:0/22:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C64H124O6/c1-6-8-9-10-11-12-13-14-15-16-17-22-25-28-31-34-41-46-51-56-64(67)70-61(58-69-63(66)55-50-45-40-36-35-37-42-47-52-59(3)4)57-68-62(65)54-49-44-39-33-30-27-24-21-19-18-20-23-26-29-32-38-43-48-53-60(5)7-2/h59-61H,6-58H2,1-5H3/t60?,61-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100766;;;;;;;;;;;;;;
TG(14:0/22:0/a-25:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC;InChI=1S/C64H124O6/c1-5-8-10-12-14-16-18-19-20-21-22-27-30-33-37-41-45-49-53-57-64(67)70-61(58-68-62(65)55-51-47-43-39-34-17-15-13-11-9-6-2)59-69-63(66)56-52-48-44-40-36-32-29-26-24-23-25-28-31-35-38-42-46-50-54-60(4)7-3/h60-61H,5-59H2,1-4H3/t60?,61-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100767;;;;;;;;;;;;;;
TG(14:0/i-24:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-5-7-9-11-12-13-22-26-29-33-37-41-48(51)54-44-46(43-53-47(50)40-36-31-10-8-6-2)55-49(52)42-38-34-30-27-24-21-19-17-15-14-16-18-20-23-25-28-32-35-39-45(3)4/h45-46H,5-44H2,1-4H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100768;;;;;;;;;;;;;;
TG(i-14:0/i-24:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-7-8-27-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-22-21-24-29-33-38-45(4)5)55-49(52)41-36-31-26-20-18-16-14-12-10-9-11-13-15-17-19-23-28-32-37-44(2)3/h44-46H,6-43H2,1-5H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100769;;;;;;;;;;;;;;
TG(14:0/i-24:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-5-7-9-11-13-14-23-27-31-35-39-43-50(53)56-46-48(45-55-49(52)42-38-34-29-12-10-8-6-2)57-51(54)44-40-36-32-28-25-22-20-18-16-15-17-19-21-24-26-30-33-37-41-47(3)4/h47-48H,5-46H2,1-4H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100770;;;;;;;;;;;;;;
TG(i-14:0/i-24:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-7-8-9-24-31-36-41-49(52)55-44-48(45-56-50(53)42-37-32-27-23-22-26-30-35-40-47(4)5)57-51(54)43-38-33-28-21-19-17-15-13-11-10-12-14-16-18-20-25-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100771;;;;;;;;;;;;;;
TG(14:0/i-24:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-5-7-9-11-13-15-24-29-33-37-41-45-52(55)58-48-50(47-57-51(54)44-40-36-32-27-14-12-10-8-6-2)59-53(56)46-42-38-34-30-26-23-21-19-17-16-18-20-22-25-28-31-35-39-43-49(3)4/h49-50H,5-48H2,1-4H3/t50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100772;;;;;;;;;;;;;;
TG(14:0/i-24:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-6-7-8-9-10-11-20-24-27-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-30-29-32-37-42-49(4)5)59-53(56)45-40-35-28-25-22-19-17-15-13-12-14-16-18-21-23-26-31-36-41-48(2)3/h48-50H,6-47H2,1-5H3/t50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100773;;;;;;;;;;;;;;
TG(i-14:0/i-24:0/12:0);[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-6-7-8-9-10-21-28-33-38-43-51(54)57-46-50(47-58-52(55)44-39-34-29-25-24-27-32-37-42-49(4)5)59-53(56)45-40-35-30-23-20-18-16-14-12-11-13-15-17-19-22-26-31-36-41-48(2)3/h48-50H,6-47H2,1-5H3/t50-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100774;;;;;;;;;;;;;;
TG(i-14:0/i-24:0/i-12:0);[H][C@](COC(=O)CCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C53H102O6/c1-47(2)39-33-27-21-17-15-13-11-9-7-8-10-12-14-16-18-24-32-38-44-53(56)59-50(46-58-52(55)43-37-31-26-25-29-35-41-49(5)6)45-57-51(54)42-36-30-23-20-19-22-28-34-40-48(3)4/h47-50H,7-46H2,1-6H3/t50-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100775;;;;;;;;;;;;;;
TG(14:0/i-24:0/13:0);[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C54H104O6/c1-5-7-9-11-13-15-25-30-34-38-42-46-53(56)59-49-51(48-58-52(55)45-41-37-33-29-16-14-12-10-8-6-2)60-54(57)47-43-39-35-31-27-24-22-20-18-17-19-21-23-26-28-32-36-40-44-50(3)4/h50-51H,5-49H2,1-4H3/t51-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100776;;;;;;;;;;;;;;
TG(i-14:0/i-24:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C54H104O6/c1-7-50(6)42-36-30-26-27-32-38-44-53(56)59-47-51(46-58-52(55)43-37-31-24-21-20-23-29-35-41-49(4)5)60-54(57)45-39-33-25-19-17-15-13-11-9-8-10-12-14-16-18-22-28-34-40-48(2)3/h48-51H,7-47H2,1-6H3/t50?,51-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100777;;;;;;;;;;;;;;
TG(14:0/i-24:0/a-13:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C54H104O6/c1-6-8-9-10-11-12-21-25-28-34-39-44-52(55)58-47-51(48-59-53(56)45-40-35-31-30-33-38-43-50(5)7-2)60-54(57)46-41-36-29-26-23-20-18-16-14-13-15-17-19-22-24-27-32-37-42-49(3)4/h49-51H,6-48H2,1-5H3/t50?,51-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100778;;;;;;;;;;;;;;
TG(14:0/i-24:0/i-13:0);[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C54H104O6/c1-6-7-8-9-10-11-20-24-29-34-39-44-52(55)58-47-51(48-59-53(56)45-40-35-31-26-28-33-38-43-50(4)5)60-54(57)46-41-36-30-25-22-19-17-15-13-12-14-16-18-21-23-27-32-37-42-49(2)3/h49-51H,6-48H2,1-5H3/t51-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100779;;;;;;;;;;;;;;
TG(i-14:0/i-24:0/13:0);[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C54H104O6/c1-6-7-8-9-10-11-23-29-34-39-44-52(55)58-47-51(48-59-53(56)45-40-35-30-26-25-28-33-38-43-50(4)5)60-54(57)46-41-36-31-24-21-19-17-15-13-12-14-16-18-20-22-27-32-37-42-49(2)3/h49-51H,6-48H2,1-5H3/t51-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0100780;;;;;;;;;;;;;;
