Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
TG(17:0/a-15:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C50H96O6/c1-6-9-10-11-12-13-14-15-16-17-18-25-30-35-40-48(51)54-43-47(56-50(53)42-37-32-27-22-20-24-29-34-39-46(5)8-3)44-55-49(52)41-36-31-26-21-19-23-28-33-38-45(4)7-2/h45-47H,6-44H2,1-5H3/t45?,46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106085;;;;;;;;;;;;;;
TG(17:0/a-15:0/15:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C50H96O6/c1-5-8-10-12-14-16-18-20-21-23-25-30-34-38-42-49(52)55-45-47(56-50(53)43-39-35-31-27-26-28-32-36-40-46(4)7-3)44-54-48(51)41-37-33-29-24-22-19-17-15-13-11-9-6-2/h46-47H,5-45H2,1-4H3/t46?,47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106088;;;;;;;;;;;;;;
TG(17:0/a-15:0/i-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C50H96O6/c1-6-8-9-10-11-12-13-14-15-16-19-25-30-35-40-48(51)54-43-47(56-50(53)42-37-32-27-22-21-24-29-34-39-46(5)7-2)44-55-49(52)41-36-31-26-20-17-18-23-28-33-38-45(3)4/h45-47H,6-44H2,1-5H3/t46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106091;;;;;;;;;;;;;;
TG(a-17:0/15:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-6-9-10-11-12-13-14-15-20-27-32-37-42-50(53)56-47(44-55-49(52)41-36-31-26-22-21-24-29-34-39-46(5)8-3)43-54-48(51)40-35-30-25-19-17-16-18-23-28-33-38-45(4)7-2/h45-47H,6-44H2,1-5H3/t45?,46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106092;;;;;;;;;;;;;;
TG(a-17:0/a-15:0/i-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C50H96O6/c1-7-45(5)37-31-25-19-13-9-10-14-21-27-33-39-48(51)54-42-47(56-50(53)41-35-29-23-17-16-20-26-32-38-46(6)8-2)43-55-49(52)40-34-28-22-15-11-12-18-24-30-36-44(3)4/h44-47H,7-43H2,1-6H3/t45?,46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106093;;;;;;;;;;;;;;
TG(a-17:0/a-15:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C50H96O6/c1-7-44(4)36-30-24-18-12-10-11-13-21-27-33-39-48(51)54-42-47(56-50(53)41-35-29-23-17-15-20-26-32-38-46(6)9-3)43-55-49(52)40-34-28-22-16-14-19-25-31-37-45(5)8-2/h44-47H,7-43H2,1-6H3/t44?,45?,46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106095;;;;;;;;;;;;;;
TG(a-17:0/15:0/i-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-6-8-9-10-11-12-13-14-21-27-32-37-42-50(53)56-47(44-55-49(52)41-36-31-26-22-17-18-23-28-33-38-45(3)4)43-54-48(51)40-35-30-25-20-16-15-19-24-29-34-39-46(5)7-2/h45-47H,6-44H2,1-5H3/t46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106097;;;;;;;;;;;;;;
TG(a-17:0/i-15:0/i-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-7-46(6)38-32-26-20-14-8-9-15-21-27-33-39-48(51)54-42-47(56-50(53)41-35-29-23-17-11-13-19-25-31-37-45(4)5)43-55-49(52)40-34-28-22-16-10-12-18-24-30-36-44(2)3/h44-47H,7-43H2,1-6H3/t46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106098;;;;;;;;;;;;;;
TG(a-17:0/i-15:0/15:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-6-8-9-10-11-12-13-14-20-25-30-35-40-48(51)54-43-47(56-50(53)42-37-32-27-22-17-18-23-28-33-38-45(3)4)44-55-49(52)41-36-31-26-21-16-15-19-24-29-34-39-46(5)7-2/h45-47H,6-44H2,1-5H3/t46?,47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106099;;;;;;;;;;;;;;
TG(i-17:0/i-15:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-7-46(6)38-32-26-20-16-17-22-28-34-40-49(52)55-43-47(56-50(53)41-35-29-23-15-11-13-19-25-31-37-45(4)5)42-54-48(51)39-33-27-21-14-10-8-9-12-18-24-30-36-44(2)3/h44-47H,7-43H2,1-6H3/t46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106101;;;;;;;;;;;;;;
TG(a-17:0/i-15:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-7-45(5)37-31-25-19-13-9-10-14-21-27-33-39-48(51)54-42-47(56-50(53)41-35-29-23-15-11-12-18-24-30-36-44(3)4)43-55-49(52)40-34-28-22-17-16-20-26-32-38-46(6)8-2/h44-47H,7-43H2,1-6H3/t45?,46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106103;;;;;;;;;;;;;;
TG(17:0/i-15:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-6-7-8-9-10-11-12-13-14-15-20-25-30-35-40-48(51)54-43-47(56-50(53)42-37-32-27-22-17-19-24-29-34-39-46(4)5)44-55-49(52)41-36-31-26-21-16-18-23-28-33-38-45(2)3/h45-47H,6-44H2,1-5H3/t47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106104;;;;;;;;;;;;;;
TG(i-17:0/i-15:0/15:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-6-7-8-9-10-11-12-15-20-25-30-35-40-48(51)54-43-47(56-50(53)42-37-32-27-22-17-19-24-29-34-39-46(4)5)44-55-49(52)41-36-31-26-21-16-13-14-18-23-28-33-38-45(2)3/h45-47H,6-44H2,1-5H3/t47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106105;;;;;;;;;;;;;;
TG(i-17:0/15:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-6-8-9-10-11-12-13-16-20-27-32-37-42-50(53)56-47(44-55-49(52)41-36-31-26-22-21-24-29-34-39-46(5)7-2)43-54-48(51)40-35-30-25-19-17-14-15-18-23-28-33-38-45(3)4/h45-47H,6-44H2,1-5H3/t46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106106;;;;;;;;;;;;;;
TG(i-17:0/i-15:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C50H96O6/c1-44(2)36-30-24-18-12-8-7-9-15-21-27-33-39-48(51)54-42-47(56-50(53)41-35-29-23-17-11-14-20-26-32-38-46(5)6)43-55-49(52)40-34-28-22-16-10-13-19-25-31-37-45(3)4/h44-47H,7-43H2,1-6H3/t47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106107;;;;;;;;;;;;;;
TG(17:0/15:0/15:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-49(52)55-46-47(56-50(53)44-41-38-35-32-28-24-21-18-15-12-9-6-3)45-54-48(51)42-39-36-33-30-27-23-20-17-14-11-8-5-2/h47H,4-46H2,1-3H3/t47-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106109;;;;;;;;;;;;;;
TG(17:0/15:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-5-7-9-11-13-15-17-19-20-22-25-29-33-37-41-48(51)54-44-47(56-50(53)43-39-35-31-26-21-18-16-14-12-10-8-6-2)45-55-49(52)42-38-34-30-27-23-24-28-32-36-40-46(3)4/h46-47H,5-45H2,1-4H3/t47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106110;;;;;;;;;;;;;;
TG(17:0/15:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C50H96O6/c1-5-8-10-12-14-16-18-20-21-23-24-29-33-37-41-48(51)54-44-47(56-50(53)43-39-35-31-25-22-19-17-15-13-11-9-6-2)45-55-49(52)42-38-34-30-27-26-28-32-36-40-46(4)7-3/h46-47H,5-45H2,1-4H3/t46?,47-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106111;;;;;;;;;;;;;;
TG(a-17:0/a-15:0/16:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-6-9-10-11-12-13-14-15-16-20-26-31-36-41-49(52)55-44-48(57-51(54)43-38-33-28-23-22-25-30-35-40-47(5)8-3)45-56-50(53)42-37-32-27-21-18-17-19-24-29-34-39-46(4)7-2/h46-48H,6-45H2,1-5H3/t46?,47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106115;;;;;;;;;;;;;;
TG(17:0/a-15:0/i-16:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C51H98O6/c1-6-8-9-10-11-12-13-14-15-16-20-26-31-36-41-49(52)55-44-48(57-51(54)43-38-33-28-23-22-25-30-35-40-47(5)7-2)45-56-50(53)42-37-32-27-21-18-17-19-24-29-34-39-46(3)4/h46-48H,6-45H2,1-5H3/t47?,48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106116;;;;;;;;;;;;;;
TG(17:0/i-15:0/16:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-5-7-9-11-13-15-17-19-21-23-27-31-35-39-43-50(53)56-46-48(57-51(54)44-40-36-32-28-24-25-29-33-37-41-47(3)4)45-55-49(52)42-38-34-30-26-22-20-18-16-14-12-10-8-6-2/h47-48H,5-46H2,1-4H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106118;;;;;;;;;;;;;;
TG(a-17:0/15:0/16:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-8-10-12-14-16-18-20-22-26-30-34-38-42-49(52)55-45-48(57-51(54)44-40-36-32-28-21-19-17-15-13-11-9-6-2)46-56-50(53)43-39-35-31-27-24-23-25-29-33-37-41-47(4)7-3/h47-48H,5-46H2,1-4H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106119;;;;;;;;;;;;;;
TG(a-17:0/i-15:0/i-16:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-7-47(6)39-33-27-21-15-9-11-17-23-29-35-41-50(53)56-44-48(57-51(54)42-36-30-24-18-12-14-20-26-32-38-46(4)5)43-55-49(52)40-34-28-22-16-10-8-13-19-25-31-37-45(2)3/h45-48H,7-44H2,1-6H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106121;;;;;;;;;;;;;;
TG(a-17:0/i-15:0/16:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-8-9-10-11-12-13-14-15-21-26-31-36-41-49(52)55-44-48(57-51(54)43-38-33-28-23-18-19-24-29-34-39-46(3)4)45-56-50(53)42-37-32-27-22-17-16-20-25-30-35-40-47(5)7-2/h46-48H,6-45H2,1-5H3/t47?,48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106122;;;;;;;;;;;;;;
TG(17:0/i-15:0/i-16:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-7-8-9-10-11-12-13-14-15-21-26-31-36-41-49(52)55-44-48(57-51(54)43-38-33-28-23-18-20-25-30-35-40-47(4)5)45-56-50(53)42-37-32-27-22-17-16-19-24-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106124;;;;;;;;;;;;;;
TG(i-17:0/i-15:0/16:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-6-7-8-9-10-11-12-13-16-21-26-31-36-41-49(52)55-44-48(57-51(54)43-38-33-28-23-18-20-25-30-35-40-47(4)5)45-56-50(53)42-37-32-27-22-17-14-15-19-24-29-34-39-46(2)3/h46-48H,6-45H2,1-5H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106125;;;;;;;;;;;;;;
TG(i-17:0/i-15:0/i-16:0);[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C51H98O6/c1-45(2)37-31-25-19-13-8-7-9-16-22-28-34-40-49(52)55-43-48(57-51(54)42-36-30-24-18-12-15-21-27-33-39-47(5)6)44-56-50(53)41-35-29-23-17-11-10-14-20-26-32-38-46(3)4/h45-48H,7-44H2,1-6H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106126;;;;;;;;;;;;;;
TG(i-17:0/15:0/16:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-7-9-11-13-15-17-19-23-26-30-34-38-42-49(52)55-45-48(57-51(54)44-40-36-32-28-22-18-16-14-12-10-8-6-2)46-56-50(53)43-39-35-31-27-24-20-21-25-29-33-37-41-47(3)4/h47-48H,5-46H2,1-4H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106127;;;;;;;;;;;;;;
TG(17:0/15:0/16:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-4-7-10-13-16-19-22-25-27-30-32-35-38-41-44-50(53)56-47-48(57-51(54)45-42-39-36-33-28-24-21-18-15-12-9-6-3)46-55-49(52)43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h48H,4-47H2,1-3H3/t48-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106128;;;;;;;;;;;;;;
TG(17:0/15:0/i-16:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C51H98O6/c1-5-7-9-11-13-15-17-19-20-22-26-30-34-38-42-49(52)55-45-48(57-51(54)44-40-36-32-28-21-18-16-14-12-10-8-6-2)46-56-50(53)43-39-35-31-27-24-23-25-29-33-37-41-47(3)4/h47-48H,5-46H2,1-4H3/t48-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106129;;;;;;;;;;;;;;
TG(17:0/a-15:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-6-9-10-11-12-13-14-15-16-17-21-27-32-37-42-50(53)56-45-49(58-52(55)44-39-34-29-24-23-26-31-36-41-48(5)8-3)46-57-51(54)43-38-33-28-22-19-18-20-25-30-35-40-47(4)7-2/h47-49H,6-46H2,1-5H3/t47?,48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106130;;;;;;;;;;;;;;
TG(i-17:0/i-17:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-7-48(6)40-34-28-22-18-19-24-30-36-42-51(54)57-45-49(58-52(55)43-37-31-25-17-13-9-11-15-21-27-33-39-47(4)5)44-56-50(53)41-35-29-23-16-12-8-10-14-20-26-32-38-46(2)3/h46-49H,7-45H2,1-6H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106132;;;;;;;;;;;;;;
TG(17:0/17:0/a-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-5-8-10-12-14-16-18-20-22-24-26-31-35-39-43-50(53)56-46-49(47-57-51(54)44-40-36-32-29-28-30-34-38-42-48(4)7-3)58-52(55)45-41-37-33-27-25-23-21-19-17-15-13-11-9-6-2/h48-49H,5-47H2,1-4H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106133;;;;;;;;;;;;;;
TG(i-17:0/a-15:0/17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-13-14-15-18-21-27-32-37-42-50(53)56-45-49(58-52(55)44-39-34-29-24-23-26-31-36-41-48(5)7-2)46-57-51(54)43-38-33-28-22-19-16-17-20-25-30-35-40-47(3)4/h47-49H,6-46H2,1-5H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106134;;;;;;;;;;;;;;
TG(17:0/a-15:0/i-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-13-14-15-18-21-27-32-37-42-50(53)56-45-49(58-52(55)44-39-34-29-24-23-26-31-36-41-48(5)7-2)46-57-51(54)43-38-33-28-22-19-16-17-20-25-30-35-40-47(3)4/h47-49H,6-46H2,1-5H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106136;;;;;;;;;;;;;;
TG(a-17:0/a-17:0/15:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-6-9-10-11-12-13-14-15-22-27-32-37-42-50(53)56-45-49(58-52(55)44-39-34-29-24-19-17-21-26-31-36-41-48(5)8-3)46-57-51(54)43-38-33-28-23-18-16-20-25-30-35-40-47(4)7-2/h47-49H,6-46H2,1-5H3/t47?,48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106137;;;;;;;;;;;;;;
TG(17:0/17:0/i-15:0);[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-5-7-9-11-13-15-17-19-21-23-27-31-35-39-43-50(53)56-46-49(47-57-51(54)44-40-36-32-29-25-26-30-34-38-42-48(3)4)58-52(55)45-41-37-33-28-24-22-20-18-16-14-12-10-8-6-2/h48-49H,5-47H2,1-4H3/t49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106139;;;;;;;;;;;;;;
TG(a-17:0/15:0/17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC;InChI=1S/C52H100O6/c1-5-8-10-12-14-16-18-20-21-23-27-31-35-39-43-50(53)56-46-49(58-52(55)45-41-37-33-29-22-19-17-15-13-11-9-6-2)47-57-51(54)44-40-36-32-28-25-24-26-30-34-38-42-48(4)7-3/h48-49H,5-47H2,1-4H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106141;;;;;;;;;;;;;;
TG(a-17:0/i-15:0/i-17:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-7-48(6)40-34-28-22-16-11-12-18-24-30-36-42-51(54)57-45-49(58-52(55)43-37-31-25-19-13-15-21-27-33-39-47(4)5)44-56-50(53)41-35-29-23-17-10-8-9-14-20-26-32-38-46(2)3/h46-49H,7-45H2,1-6H3/t48?,49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106143;;;;;;;;;;;;;;
TG(i-17:0/i-17:0/15:0);[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-7-8-9-10-11-12-17-22-27-32-37-42-50(53)56-45-49(58-52(55)44-39-34-29-24-19-14-16-21-26-31-36-41-48(4)5)46-57-51(54)43-38-33-28-23-18-13-15-20-25-30-35-40-47(2)3/h47-49H,6-46H2,1-5H3/t49-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106145;;;;;;;;;;;;;;
TG(i-17:0/i-15:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-7-48(6)40-34-28-22-16-11-12-18-24-30-36-42-51(54)57-45-49(58-52(55)43-37-31-25-19-13-15-21-27-33-39-47(4)5)44-56-50(53)41-35-29-23-17-10-8-9-14-20-26-32-38-46(2)3/h46-49H,7-45H2,1-6H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106146;;;;;;;;;;;;;;
TG(17:0/i-15:0/a-17:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C;InChI=1S/C52H100O6/c1-6-8-9-10-11-12-13-14-15-16-22-27-32-37-42-50(53)56-45-49(58-52(55)44-39-34-29-24-19-20-25-30-35-40-47(3)4)46-57-51(54)43-38-33-28-23-18-17-21-26-31-36-41-48(5)7-2/h47-49H,6-46H2,1-5H3/t48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106147;;;;;;;;;;;;;;
TG(a-17:0/a-17:0/i-15:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC;InChI=1S/C52H100O6/c1-7-47(5)39-33-27-21-15-9-11-17-23-29-35-41-50(53)56-44-49(45-57-51(54)42-36-30-24-19-13-14-20-26-32-38-46(3)4)58-52(55)43-37-31-25-18-12-10-16-22-28-34-40-48(6)8-2/h46-49H,7-45H2,1-6H3/t47?,48?,49-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0106148;;;;;;;;;;;;;;
